model	ndcg@10	time_per_doc
trees_878_leaves_64	0.5228184631393911	8.108919999999998e-05
trees_500_leaves_64	0.5225050683634633	4.91781e-05
trees_300_leaves_64	0.5211868379557564	3.0171199999999997e-05
trees_150_leaves_64	0.5186130314021566	1.4562600000000002e-05
trees_300_leaves_32	0.5179239722001268	1.1295400000000004e-05
trees_200_leaves_32	0.515832067510942	8.369449999999998e-06
trees_300_leaves_16	0.5154621448250872	7.12762e-06
trees_150_leaves_32	0.5153008777913098	6.797969999999999e-06
trees_300_leaves_8	0.5116567733763082	4.216519999999999e-06
trees_100_leaves_8	0.502877415009832	1.98292e-06
trees_150_leaves_8	0.5066485469441009	2.5700099999999994e-06
